Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Categorize Mental Fatigue,Categorize Designation,Categorize Resource Allocation,days_count
1,0,1,0.2,0.1111111111111111,0.43,0.21,1,0,0,5146
0,1,1,0.4,0.2222222222222222,0.48,0.27,1,1,0,5004
0,0,1,0.8,0.6666666666666666,0.89,0.82,4,2,2,5013
0,0,0,0.6,0.4444444444444444,0.8,0.67,4,1,1,5206
1,1,0,0.2,0.1111111111111111,0.62,0.38,3,0,0,5087
0,1,1,0.4,0.3333333333333333,0.5599999999999999,0.49,2,1,1,5044
1,1,1,0.4,0.3333333333333333,0.5,0.38,1,1,1,5121
1,0,0,0.4,0.3333333333333333,0.3,0.23,0,1,1,5184
1,1,0,0.0,0.0,0.2,0.13,0,0,0,5192
0,0,1,0.2,0.1111111111111111,0.43,0.23,1,0,0,5208
1,1,1,0.2,0.1111111111111111,0.42000000000000004,0.36,1,0,0,4952
0,0,0,0.4,0.4444444444444444,0.55,0.33,2,1,1,4959
0,1,1,0.2,0.0,0.16999999999999998,0.05,0,0,0,4914
1,0,1,0.4,0.2222222222222222,0.53,0.49,2,1,0,5123
1,1,0,0.2,0.2222222222222222,0.44000000000000006,0.34,1,0,0,4896
0,0,1,0.4,0.5555555555555556,0.78,0.75,4,1,1,5195
0,1,1,0.6,0.4444444444444444,0.49000000000000005,0.44,1,1,1,5156
0,1,0,0.2,0.3333333333333333,0.76,0.56,4,0,1,5092
1,1,1,0.4,0.2222222222222222,0.5599999999999999,0.43,2,1,0,5127
1,1,1,0.2,0.0,0.1,0.0,0,0,0,4995
0,1,0,0.0,0.0,0.0,0.0,0,0,0,5062
1,1,1,0.6,0.3333333333333333,0.62,0.5,3,1,1,5124
1,1,0,0.4,0.4444444444444444,0.8,0.6,4,1,1,4895
1,1,0,0.4,0.4444444444444444,0.6,0.45,2,1,1,4984
0,1,0,0.4,0.3333333333333333,0.67,0.59,3,1,1,5162
1,0,1,0.4,0.3333333333333333,0.65,0.48,3,1,1,4925
1,1,0,0.8,0.8888888888888888,0.9800000000000001,0.85,4,2,2,4953
1,1,1,0.4,0.3333333333333333,0.73,0.53,4,1,1,5098
1,0,0,0.4,0.3333333333333333,0.29,0.23,0,1,1,5053
1,0,1,0.6,0.6666666666666666,0.9400000000000001,0.87,4,1,2,5051
1,0,0,0.2,0.3333333333333333,0.5,0.42,1,0,1,4998
0,0,1,0.8,0.7777777777777778,0.72,0.65,4,2,2,5126
1,1,1,0.8,0.6666666666666666,0.86,0.88,4,2,2,5011
1,1,1,0.4,0.3333333333333333,0.43,0.34,1,1,1,5005
0,1,0,0.6,0.4444444444444444,0.6,0.38,2,1,1,5053
0,1,1,0.4,0.4444444444444444,0.7,0.6,3,1,1,4935
1,1,0,0.4,0.3333333333333333,0.48,0.39,1,1,1,4989
0,1,1,0.6,0.4444444444444444,0.54,0.42,2,1,1,5218
1,1,1,0.6,0.4444444444444444,0.52,0.34,2,1,1,5033
1,0,1,0.6,0.5555555555555556,0.67,0.48,3,1,1,5046
0,1,1,0.6,0.3333333333333333,0.54,0.42,2,1,1,5016
0,1,0,0.8,0.8888888888888888,0.9400000000000001,0.94,4,2,2,4938
0,0,1,0.4,0.1111111111111111,0.48,0.28,1,1,0,5018
0,0,0,0.8,0.6666666666666666,0.5900000000000001,0.52,2,2,2,5208
0,1,1,0.4,0.4444444444444444,0.53,0.46,2,1,1,5080
0,1,1,0.4,0.2222222222222222,0.67,0.45,3,1,0,5225
1,1,1,0.4,0.2222222222222222,0.49000000000000005,0.33,1,1,0,5141
1,0,0,0.6,0.6666666666666666,0.62,0.53,3,1,2,5127
1,1,0,0.4,0.5555555555555556,0.9,0.73,4,1,1,4898
0,1,1,0.6,0.3333333333333333,0.6,0.48,2,1,1,5039
1,1,0,0.6,0.6666666666666666,0.61,0.55,3,1,2,4937
1,0,1,0.0,0.0,0.09,0.0,0,0,0,5018
0,0,0,0.8,0.5555555555555556,0.64,0.54,3,2,1,5256
1,1,0,0.0,0.0,0.09,0.03,0,0,0,5197
0,1,0,0.4,0.1111111111111111,0.35,0.28,0,1,0,4906
0,1,1,0.2,0.2222222222222222,0.51,0.43,2,0,0,4938
0,0,0,0.4,0.3333333333333333,0.45999999999999996,0.3,1,1,1,4925
1,0,0,0.2,0.2222222222222222,0.38,0.23,0,0,0,5017
1,0,1,0.2,0.1111111111111111,0.31,0.21,0,0,0,5168
0,0,1,0.0,0.0,0.45,0.26,1,0,0,5052
1,0,1,0.4,0.4444444444444444,0.51,0.3,2,1,1,4933
1,1,1,0.2,0.3333333333333333,0.61,0.38,3,0,1,5248
0,1,0,0.4,0.3333333333333333,0.71,0.5,4,1,1,5213
0,1,1,0.8,0.6666666666666666,0.7,0.57,3,2,2,4953
1,0,1,0.0,0.0,0.13,0.08,0,0,0,5254
1,1,0,0.6,0.4444444444444444,0.6,0.51,2,1,1,5193
1,0,1,0.6,0.4444444444444444,0.44000000000000006,0.32,1,1,1,4967
0,1,1,0.6,0.3333333333333333,0.65,0.44,3,1,1,5001
0,0,1,0.6,0.4444444444444444,0.5700000000000001,0.53,2,1,1,5172
1,1,1,0.6,0.4444444444444444,0.51,0.33,2,1,1,5046
1,1,0,0.4,0.3333333333333333,0.47000000000000003,0.38,1,1,1,5253
0,0,0,0.6,0.6666666666666666,0.7,0.68,3,1,2,4968
1,0,0,0.4,0.3333333333333333,0.6799999999999999,0.57,3,1,1,5183
0,1,1,0.2,0.0,0.26,0.14,0,0,0,5096
1,1,1,0.2,0.2222222222222222,0.6,0.41,2,0,0,5094
1,1,1,0.4,0.2222222222222222,0.32,0.18,0,1,0,4929
1,1,1,0.2,0.3333333333333333,0.58,0.36,2,0,1,5209
0,1,0,0.8,0.5555555555555556,0.71,0.55,4,2,1,4956
0,1,0,0.6,0.7777777777777778,0.76,0.7,4,1,2,5153
0,0,1,0.4,0.2222222222222222,0.5900000000000001,0.5,2,1,0,4987
1,1,0,0.2,0.2222222222222222,0.39,0.28,0,0,0,5173
0,0,0,0.4,0.4444444444444444,0.78,0.62,4,1,1,5146
0,1,1,0.4,0.4444444444444444,0.63,0.56,3,1,1,4987
1,1,0,0.4,0.6666666666666666,0.89,0.7,4,1,2,5032
0,0,0,0.4,0.5555555555555556,0.79,0.65,4,1,1,5000
0,1,0,1.0,0.8888888888888888,1.0,0.89,4,2,2,5018
1,1,0,0.8,0.7777777777777778,0.8099999999999999,0.7,4,2,2,5217
0,1,0,0.2,0.0,0.29,0.23,0,0,0,5121
1,0,0,0.8,0.7777777777777778,0.8099999999999999,0.86,4,2,2,5077
0,1,0,0.8,0.6666666666666666,0.78,0.79,4,2,2,5082
0,1,0,0.8,0.6666666666666666,0.9400000000000001,0.79,4,2,2,5198
0,1,0,0.4,0.5555555555555556,0.82,0.69,4,1,1,5212
1,1,0,0.4,0.3333333333333333,0.64,0.44,3,1,1,4940
0,1,0,0.4,0.4444444444444444,0.6,0.55,2,1,1,5024
1,1,0,0.6,0.6666666666666666,0.65,0.64,3,1,2,4991
0,1,1,0.8,0.7777777777777778,0.76,0.62,4,2,2,5075
1,1,0,0.2,0.3333333333333333,0.6,0.42,2,0,1,5230
1,1,0,0.2,0.1111111111111111,0.48,0.43,1,0,0,5021
1,1,1,0.4,0.1111111111111111,0.33999999999999997,0.24,0,1,0,5034
0,1,0,0.6,0.4444444444444444,0.7,0.49,3,1,1,5079
1,1,1,0.2,0.1111111111111111,0.16,0.13,0,0,0,4920
1,0,0,0.2,0.2222222222222222,0.6599999999999999,0.42,3,0,0,5064
1,0,1,0.6,0.4444444444444444,0.44000000000000006,0.39,1,1,1,5034
0,1,0,0.4,0.3333333333333333,0.48,0.27,1,1,1,5257
1,1,1,0.4,0.1111111111111111,0.42000000000000004,0.22,1,1,0,4909
0,0,1,0.4,0.2222222222222222,0.35,0.21,0,1,0,5008
1,1,0,0.8,0.6666666666666666,0.74,0.7,4,2,2,5208
0,1,1,0.8,0.8888888888888888,0.97,1.0,4,2,2,4923
0,0,0,0.4,0.4444444444444444,0.76,0.56,4,1,1,4910
0,0,0,0.0,0.0,0.0,0.0,0,0,0,4900
0,1,0,0.6,0.6666666666666666,0.85,0.8,4,1,2,4900
1,1,1,0.6,0.4444444444444444,0.45999999999999996,0.41,1,1,1,5051
0,1,1,0.2,0.2222222222222222,0.53,0.5,2,0,0,5194
0,0,0,0.6,0.6666666666666666,0.6799999999999999,0.53,3,1,2,5153
0,1,1,0.2,0.1111111111111111,0.3,0.23,0,0,0,5019
0,1,1,0.6,0.3333333333333333,0.49000000000000005,0.36,1,1,1,5169
1,0,0,0.6,0.4444444444444444,0.71,0.59,4,1,1,5160
1,0,0,0.4,0.4444444444444444,0.6799999999999999,0.62,3,1,1,5141
1,1,0,0.2,0.2222222222222222,0.5599999999999999,0.42,2,0,0,5096
1,0,0,0.8,0.7777777777777778,0.65,0.64,3,2,2,5134
0,1,0,0.6,0.4444444444444444,0.75,0.64,4,1,1,5189
0,1,1,0.4,0.4444444444444444,0.45999999999999996,0.37,1,1,1,4942
0,0,0,0.8,0.7777777777777778,0.61,0.54,3,2,2,4893
1,1,1,0.4,0.3333333333333333,0.5599999999999999,0.51,2,1,1,5170
0,1,0,0.2,0.0,0.2,0.04,0,0,0,4951
0,0,0,0.6,0.5555555555555556,0.6599999999999999,0.56,3,1,1,5018
0,1,1,0.6,0.4444444444444444,0.63,0.51,3,1,1,4906
1,1,1,0.2,0.2222222222222222,0.67,0.45,3,0,0,4924
0,0,1,0.4,0.4444444444444444,0.55,0.49,2,1,1,4936
0,1,0,0.8,0.7777777777777778,0.8300000000000001,0.7,4,2,2,5226
1,0,0,0.4,0.4444444444444444,0.51,0.41,2,1,1,4933
0,1,1,0.6,0.7777777777777778,0.8,0.73,4,1,2,5126
0,1,1,0.2,0.2222222222222222,0.35,0.29,0,0,0,4951
0,1,1,0.0,0.0,0.16999999999999998,0.09,0,0,0,5255
1,0,0,0.4,0.5555555555555556,0.58,0.55,2,1,1,5110
0,1,0,0.6,0.5555555555555556,0.74,0.62,4,1,1,5089
0,1,0,0.8,0.8888888888888888,0.7,0.71,3,2,2,5094
0,1,1,0.8,0.7777777777777778,0.74,0.56,4,2,2,5198
1,0,1,0.6,0.3333333333333333,0.61,0.42,3,1,1,4963
1,1,1,0.2,0.2222222222222222,0.5599999999999999,0.48,2,0,0,5034
1,0,1,0.0,0.0,0.0,0.0,0,0,0,5092
0,1,1,0.6,0.5555555555555556,0.5900000000000001,0.46,2,1,1,5123
0,1,0,0.6,0.6666666666666666,0.8,0.83,4,1,2,4985
1,1,1,0.2,0.4444444444444444,0.6799999999999999,0.55,3,0,1,5164
0,1,1,0.8,0.6666666666666666,0.78,0.63,4,2,2,5159
0,0,0,0.2,0.2222222222222222,0.55,0.41,2,0,0,5086
0,1,1,0.0,0.0,0.33999999999999997,0.24,0,0,0,5041
1,1,1,0.4,0.3333333333333333,0.63,0.42,3,1,1,5193
1,1,1,0.4,0.3333333333333333,0.61,0.43,3,1,1,4953
0,1,0,0.8,0.6666666666666666,0.75,0.74,4,2,2,5187
0,1,1,0.4,0.3333333333333333,0.55,0.45,2,1,1,4999
1,0,1,0.4,0.5555555555555556,0.74,0.59,4,1,1,5019
1,0,0,0.6,0.5555555555555556,0.5,0.31,1,1,1,5051
1,0,1,0.0,0.0,0.09,0.0,0,0,0,5035
1,0,1,0.4,0.4444444444444444,0.6,0.49,2,1,1,5230
1,0,1,0.2,0.2222222222222222,0.47000000000000003,0.37,1,0,0,5212
0,1,0,0.6,0.7777777777777778,0.9099999999999999,0.81,4,1,2,5224
1,1,0,0.4,0.3333333333333333,0.64,0.47,3,1,1,5144
0,0,1,0.4,0.3333333333333333,0.6900000000000001,0.47,3,1,1,4967
0,1,1,0.0,0.0,0.39,0.23,0,0,0,4935
0,1,0,0.6,0.6666666666666666,0.64,0.55,3,1,2,4932
1,0,0,0.6,0.5555555555555556,0.8,0.63,4,1,1,5082
0,1,0,0.6,0.5555555555555556,0.55,0.52,2,1,1,4903
0,0,1,1.0,1.0,0.77,0.79,4,2,2,5083
0,1,0,0.4,0.5555555555555556,0.85,0.66,4,1,1,5083
1,0,0,0.6,0.6666666666666666,0.75,0.55,4,1,2,5131
1,0,0,0.2,0.3333333333333333,0.41,0.34,1,0,1,5241
1,1,0,0.6,0.5555555555555556,0.6,0.49,2,1,1,5241
1,1,1,0.8,0.5555555555555556,0.62,0.54,3,2,1,5061
0,1,0,0.8,0.6666666666666666,0.54,0.51,2,2,2,5009
0,1,1,0.4,0.4444444444444444,0.77,0.69,4,1,1,4970
0,0,1,0.8,0.7777777777777778,0.6900000000000001,0.62,3,2,2,4981
0,0,1,0.2,0.3333333333333333,0.52,0.3,2,0,1,5023
1,1,1,0.8,0.5555555555555556,0.74,0.67,4,2,1,4942
1,0,0,1.0,1.0,0.99,0.86,4,2,2,5034
1,0,0,0.6,0.4444444444444444,0.5599999999999999,0.41,2,1,1,5211
0,0,0,0.6,0.4444444444444444,0.67,0.62,3,1,1,5187
1,1,0,0.4,0.3333333333333333,0.58,0.38,2,1,1,5060
0,1,1,0.0,0.0,0.0,0.0,0,0,0,4895
1,1,0,0.8,0.7777777777777778,0.97,0.86,4,2,2,5169
1,1,1,0.2,0.2222222222222222,0.27,0.11,0,0,0,4972
0,1,1,0.4,0.3333333333333333,0.5900000000000001,0.44,2,1,1,5151
1,1,0,0.4,0.2222222222222222,0.33999999999999997,0.27,0,1,0,5157
0,0,1,0.2,0.1111111111111111,0.22000000000000003,0.12,0,0,0,4935
1,1,1,0.2,0.3333333333333333,0.58,0.47,2,0,1,5209
0,1,0,0.4,0.4444444444444444,0.52,0.47,2,1,1,5187
1,1,0,0.2,0.2222222222222222,0.5599999999999999,0.44,2,0,0,5136
1,1,1,0.4,0.1111111111111111,0.33999999999999997,0.28,0,1,0,5099
0,1,1,0.2,0.2222222222222222,0.36,0.21,0,0,0,5230
0,1,1,0.4,0.5555555555555556,0.8099999999999999,0.71,4,1,1,5085
1,0,1,0.6,0.3333333333333333,0.5599999999999999,0.44,2,1,1,5109
0,1,1,0.4,0.3333333333333333,0.54,0.47,2,1,1,5028
0,0,1,0.4,0.2222222222222222,0.51,0.31,2,1,0,5089
1,0,1,0.4,0.2222222222222222,0.6799999999999999,0.5,3,1,0,5194
0,1,0,0.4,0.2222222222222222,0.62,0.4,3,1,0,5107
1,1,1,0.4,0.2222222222222222,0.45,0.4,1,1,0,5101
1,0,0,0.4,0.4444444444444444,0.75,0.55,4,1,1,5231
1,1,0,0.4,0.2222222222222222,0.31,0.23,0,1,0,4978
1,0,1,0.0,0.0,0.1,0.03,0,0,0,5016
1,1,0,0.8,1.0,1.0,0.92,4,2,2,5257
1,1,1,0.4,0.3333333333333333,0.48,0.37,1,1,1,5158
0,1,1,0.0,0.0,0.13999999999999999,0.03,0,0,0,5140
0,1,1,0.4,0.3333333333333333,0.53,0.29,2,1,1,5195
0,1,1,0.6,0.4444444444444444,0.52,0.48,2,1,1,4990
1,1,1,0.6,0.5555555555555556,0.5900000000000001,0.38,2,1,1,5000
1,1,1,0.4,0.1111111111111111,0.47000000000000003,0.29,1,1,0,5029
0,1,1,0.6,0.4444444444444444,0.63,0.51,3,1,1,5203
0,0,0,0.8,0.6666666666666666,0.6599999999999999,0.55,3,2,2,4942
0,1,0,0.8,0.5555555555555556,0.8699999999999999,0.69,4,2,1,5219
0,1,0,0.6,0.5555555555555556,0.64,0.6,3,1,1,5113
0,1,1,0.2,0.1111111111111111,0.0,0.0,0,0,0,4909
1,1,1,0.2,0.1111111111111111,0.44000000000000006,0.26,1,0,0,5075
0,1,0,0.6,0.4444444444444444,0.72,0.66,4,1,1,5054
0,1,0,1.0,0.8888888888888888,0.9400000000000001,0.91,4,2,2,5193
0,1,1,0.2,0.2222222222222222,0.51,0.38,2,0,0,4897
1,1,0,0.0,0.0,0.19,0.08,0,0,0,5161
0,0,1,0.4,0.3333333333333333,0.55,0.49,2,1,1,5184
0,0,0,0.6,0.4444444444444444,0.6900000000000001,0.5,3,1,1,5248
1,1,1,0.2,0.2222222222222222,0.6599999999999999,0.43,3,0,0,5178
0,0,0,0.2,0.2222222222222222,0.5599999999999999,0.41,2,0,0,5053
0,0,0,0.6,0.5555555555555556,0.82,0.69,4,1,1,5007
1,0,1,0.8,0.7777777777777778,0.64,0.52,3,2,2,5124
0,0,0,0.2,0.0,0.38,0.29,0,0,0,5021
1,0,0,0.6,0.5555555555555556,0.82,0.88,4,1,1,5081
0,0,0,0.6,0.5555555555555556,0.43,0.37,1,1,1,5253
0,1,0,0.6,0.3333333333333333,0.52,0.45,2,1,1,4928
0,1,1,0.6,0.5555555555555556,0.8300000000000001,0.66,4,1,1,4994
1,0,0,0.6,0.5555555555555556,0.61,0.56,3,1,1,5045
1,1,0,0.4,0.4444444444444444,0.6599999999999999,0.53,3,1,1,5237
0,0,1,0.6,0.4444444444444444,0.62,0.42,3,1,1,5066
1,1,1,0.2,0.2222222222222222,0.6,0.41,2,0,0,5207
0,1,0,0.8,0.6666666666666666,0.85,0.68,4,2,2,4930
1,1,1,0.6,0.5555555555555556,0.5900000000000001,0.39,2,1,1,4941
1,1,0,0.4,0.4444444444444444,0.73,0.52,4,1,1,4893
1,1,1,0.4,0.6666666666666666,0.75,0.74,4,1,2,4895
1,0,0,0.0,0.0,0.26,0.16,0,0,0,5141
1,0,1,0.4,0.5555555555555556,0.64,0.6,3,1,1,5158
1,0,0,0.8,0.8888888888888888,0.75,0.77,4,2,2,5042
1,0,1,0.6,0.4444444444444444,0.63,0.56,3,1,1,5222
1,1,1,0.2,0.2222222222222222,0.45999999999999996,0.23,1,0,0,5098
1,0,1,0.2,0.1111111111111111,0.25,0.17,0,0,0,5062
0,1,0,0.8,0.6666666666666666,0.58,0.56,2,2,2,4893
0,0,0,0.2,0.0,0.42000000000000004,0.28,1,0,0,5081
1,0,1,0.2,0.2222222222222222,0.58,0.39,2,0,0,5252
1,1,0,0.6,0.5555555555555556,0.6799999999999999,0.65,3,1,1,5179
0,1,1,0.4,0.4444444444444444,0.79,0.6,4,1,1,5030
0,1,0,0.6,0.5555555555555556,0.8400000000000001,0.65,4,1,1,4931
1,1,1,0.4,0.2222222222222222,0.31,0.1,0,1,0,4985
0,1,0,1.0,0.8888888888888888,0.9099999999999999,0.9,4,2,2,5103
1,0,0,0.6,0.3333333333333333,0.51,0.44,2,1,1,4933
0,1,1,0.6,0.6666666666666666,0.74,0.72,4,1,2,4922
1,0,0,1.0,0.8888888888888888,0.8400000000000001,0.84,4,2,2,5172
0,1,1,0.4,0.3333333333333333,0.61,0.42,3,1,1,4938
0,1,1,0.4,0.5555555555555556,0.77,0.58,4,1,1,5237
1,1,1,0.6,0.3333333333333333,0.5,0.42,1,1,1,5169
1,1,0,0.4,0.4444444444444444,0.5900000000000001,0.51,2,1,1,5023
0,1,0,0.0,0.1111111111111111,0.4,0.26,0,0,0,5239
1,1,1,0.6,0.5555555555555556,0.8400000000000001,0.7,4,1,1,5020
1,1,1,0.8,0.5555555555555556,0.58,0.52,2,2,1,5048
1,0,0,0.6,0.6666666666666666,0.63,0.54,3,1,2,5011
0,1,1,0.2,0.1111111111111111,0.58,0.36,2,0,0,4959
0,1,0,0.6,0.5555555555555556,0.64,0.51,3,1,1,5161
0,0,0,0.6,0.5555555555555556,0.62,0.61,3,1,1,5227
1,1,1,0.6,0.4444444444444444,0.45,0.33,1,1,1,5089
0,1,1,0.4,0.4444444444444444,0.65,0.41,3,1,1,5083
0,0,0,0.6,0.5555555555555556,0.6599999999999999,0.56,3,1,1,5136
0,0,1,0.4,0.3333333333333333,0.6900000000000001,0.48,3,1,1,4932
1,1,1,0.4,0.3333333333333333,0.54,0.33,2,1,1,5163
0,1,0,0.8,0.7777777777777778,0.76,0.73,4,2,2,5245
1,1,0,0.8,0.7777777777777778,0.75,0.53,4,2,2,5089
1,0,1,0.4,0.2222222222222222,0.44000000000000006,0.39,1,1,0,5014
0,1,0,0.6,0.4444444444444444,0.78,0.61,4,1,1,5247
0,1,0,0.6,0.6666666666666666,0.8,0.71,4,1,2,5086
1,1,0,0.8,0.7777777777777778,0.86,0.74,4,2,2,4952
1,1,0,0.0,0.0,0.38,0.19,0,0,0,5048
1,1,1,0.6,0.4444444444444444,0.5900000000000001,0.48,2,1,1,5050
0,1,0,0.6,0.6666666666666666,0.8800000000000001,0.84,4,1,2,5051
1,0,0,0.4,0.3333333333333333,0.55,0.36,2,1,1,4948
1,1,1,0.4,0.3333333333333333,0.5900000000000001,0.39,2,1,1,4898
0,1,1,0.2,0.0,0.1,0.0,0,0,0,5216
1,1,1,0.2,0.2222222222222222,0.54,0.35,2,0,0,5220
0,1,1,0.4,0.2222222222222222,0.45999999999999996,0.27,1,1,0,5244
1,1,1,0.6,0.4444444444444444,0.52,0.44,2,1,1,5143
0,0,0,0.8,0.8888888888888888,0.89,0.76,4,2,2,5241
0,0,0,0.2,0.3333333333333333,0.6599999999999999,0.54,3,0,1,5124
0,0,0,0.4,0.3333333333333333,0.5599999999999999,0.52,2,1,1,5239
0,0,1,0.2,0.3333333333333333,0.47000000000000003,0.32,1,0,1,4905
1,1,1,0.0,0.0,0.18,0.12,0,0,0,4944
1,1,1,0.2,0.2222222222222222,0.55,0.36,2,0,0,4968
1,0,1,0.2,0.3333333333333333,0.44000000000000006,0.31,1,0,1,5085
0,1,0,0.4,0.2222222222222222,0.42000000000000004,0.25,1,1,0,5252
1,1,0,0.6,0.5555555555555556,0.64,0.62,3,1,1,5042
1,1,0,0.6,0.4444444444444444,0.77,0.58,4,1,1,4897
1,0,1,0.0,0.0,0.32999999999999996,0.16,0,0,0,5244
1,1,0,0.4,0.5555555555555556,0.6599999999999999,0.59,3,1,1,5179
1,0,1,0.2,0.3333333333333333,0.63,0.41,3,0,1,5226
0,0,1,0.2,0.0,0.5,0.27,1,0,0,4965
1,0,1,0.6,0.6666666666666666,0.9,0.82,4,1,2,4981
0,0,1,0.2,0.2222222222222222,0.6,0.45,2,0,0,4953
1,1,0,0.2,0.3333333333333333,0.47000000000000003,0.36,1,0,1,5028
0,0,1,0.6,0.5555555555555556,0.72,0.65,4,1,1,4939
0,1,0,0.8,0.8888888888888888,0.93,0.77,4,2,2,5109
0,1,0,0.4,0.4444444444444444,0.5700000000000001,0.37,2,1,1,5159
1,0,1,0.4,0.3333333333333333,0.33999999999999997,0.25,0,1,1,5120
1,1,1,0.4,0.2222222222222222,0.5,0.27,1,1,0,5008
0,1,1,0.2,0.2222222222222222,0.45999999999999996,0.37,1,0,0,5003
0,1,1,0.2,0.1111111111111111,0.45,0.26,1,0,0,5107
1,0,1,0.2,0.1111111111111111,0.31,0.19,0,0,0,5014
0,1,1,0.4,0.3333333333333333,0.58,0.49,2,1,1,5198
0,1,1,0.6,0.4444444444444444,0.63,0.48,3,1,1,5170
1,0,1,0.2,0.2222222222222222,0.65,0.48,3,0,0,5187
1,1,1,0.4,0.3333333333333333,0.5599999999999999,0.49,2,1,1,5177
1,0,1,0.4,0.2222222222222222,0.39,0.27,0,1,0,4918
0,1,0,0.8,0.7777777777777778,0.74,0.66,4,2,2,5107
1,0,0,0.2,0.1111111111111111,0.12,0.01,0,0,0,4954
1,1,1,0.4,0.3333333333333333,0.67,0.45,3,1,1,5123
0,1,1,0.4,0.2222222222222222,0.5700000000000001,0.37,2,1,0,5212
0,1,1,0.8,0.7777777777777778,0.62,0.54,3,2,2,5144
1,1,0,1.0,0.7777777777777778,0.74,0.72,4,2,2,4981
1,1,1,0.4,0.3333333333333333,0.6,0.44,2,1,1,5222
1,1,0,0.4,0.3333333333333333,0.43,0.3,1,1,1,5106
0,1,1,0.4,0.4444444444444444,0.63,0.39,3,1,1,4894
0,1,1,0.4,0.3333333333333333,0.61,0.45,3,1,1,4930
1,1,1,0.2,0.2222222222222222,0.48,0.34,1,0,0,5131
0,1,0,0.4,0.5555555555555556,0.5900000000000001,0.53,2,1,1,5061
0,1,0,0.4,0.5555555555555556,0.72,0.56,4,1,1,4954
1,0,0,0.6,0.4444444444444444,0.45,0.39,1,1,1,5102
0,1,1,0.2,0.2222222222222222,0.51,0.4,2,0,0,5140
0,0,1,0.6,0.5555555555555556,0.74,0.54,4,1,1,4953
0,1,0,0.4,0.3333333333333333,0.38,0.27,0,1,1,5229
1,1,1,0.8,0.8888888888888888,1.0,1.0,4,2,2,5159
1,0,0,0.8,0.7777777777777778,0.73,0.74,4,2,2,5115
1,1,1,0.6,0.4444444444444444,0.51,0.38,2,1,1,5142
1,1,1,0.4,0.2222222222222222,0.35,0.2,0,1,0,4968
0,0,1,0.6,0.4444444444444444,0.48,0.39,1,1,1,5248
0,0,1,0.4,0.3333333333333333,0.6599999999999999,0.44,3,1,1,5109
0,0,0,0.6,0.6666666666666666,0.9800000000000001,0.86,4,1,2,5252
1,1,1,0.0,0.0,0.21000000000000002,0.17,0,0,0,5214
1,0,1,0.0,0.2222222222222222,0.44000000000000006,0.32,1,0,0,4935
0,1,0,0.6,0.4444444444444444,0.53,0.47,2,1,1,4959
1,0,1,0.2,0.3333333333333333,0.49000000000000005,0.38,1,0,1,5145
1,1,0,0.6,0.5555555555555556,0.63,0.51,3,1,1,5203
1,0,0,0.4,0.4444444444444444,0.52,0.42,2,1,1,4948
1,0,0,0.6,0.5555555555555556,0.6900000000000001,0.52,3,1,1,5143
0,1,0,0.8,0.6666666666666666,0.7,0.63,3,2,2,4972
1,1,1,0.2,0.2222222222222222,0.45999999999999996,0.35,1,0,0,5152
1,0,1,0.2,0.1111111111111111,0.32,0.25,0,0,0,4997
0,1,0,0.8,0.6666666666666666,0.6900000000000001,0.61,3,2,2,4996
0,1,0,0.4,0.3333333333333333,0.51,0.38,2,1,1,5019
0,1,0,0.4,0.4444444444444444,0.62,0.57,3,1,1,4957
0,1,0,0.2,0.3333333333333333,0.6,0.51,2,0,1,4997
1,0,0,0.6,0.5555555555555556,0.62,0.59,3,1,1,4994
1,1,1,0.6,0.4444444444444444,0.5599999999999999,0.43,2,1,1,5159
1,1,0,0.4,0.4444444444444444,0.75,0.58,4,1,1,5188
1,1,1,0.4,0.3333333333333333,0.52,0.42,2,1,1,4936
1,1,0,0.6,0.5555555555555556,0.6,0.52,2,1,1,4974
0,1,1,0.4,0.4444444444444444,0.62,0.44,3,1,1,5039
0,0,1,0.6,0.4444444444444444,0.82,0.65,4,1,1,5120
1,1,0,0.4,0.4444444444444444,0.53,0.37,2,1,1,5181
0,1,0,0.4,0.3333333333333333,0.67,0.45,3,1,1,5064
0,1,1,0.4,0.3333333333333333,0.71,0.5,4,1,1,5023
1,1,1,0.4,0.3333333333333333,0.54,0.33,2,1,1,5237
1,0,1,0.0,0.0,0.09,0.05,0,0,0,4987
1,1,1,0.6,0.5555555555555556,0.65,0.46,3,1,1,5169
0,1,1,0.4,0.5555555555555556,0.67,0.63,3,1,1,5002
1,1,0,0.4,0.3333333333333333,0.63,0.62,3,1,1,5173
1,1,1,0.6,0.4444444444444444,0.43,0.38,1,1,1,5082
1,1,1,0.4,0.3333333333333333,0.6599999999999999,0.47,3,1,1,5056
0,1,0,0.4,0.1111111111111111,0.27999999999999997,0.1,0,1,0,5251
0,0,0,0.8,0.5555555555555556,0.65,0.58,3,2,1,4896
1,0,1,0.6,0.4444444444444444,0.5900000000000001,0.48,2,1,1,4957
1,1,1,0.2,0.2222222222222222,0.44000000000000006,0.36,1,0,0,5206
1,1,0,0.4,0.3333333333333333,0.61,0.43,3,1,1,5232
0,1,1,0.4,0.3333333333333333,0.58,0.39,2,1,1,5064
1,1,0,0.2,0.1111111111111111,0.6,0.42,2,0,0,4971
1,1,1,0.4,0.3333333333333333,0.45999999999999996,0.4,1,1,1,5006
